temperature,ph_level,moisture_content,total_plate_count,coliform_count,storage_time_days,water_activity,food_type,packaging_type,supplier_id,safety_status
,6.81,97.72,7143.72,222.32,15.0,0.9171,seafood,canned,SUP008,unsafe
15.4,5.27,76.23,44442.43,6115.33,70.0,0.7943,produce,canned,SUP019,unsafe
8.73,,62.96,6610.89,351.89,47.0,0.8182,processed,vacuum,SUP020,safe
21.82,7.33,92.38,19730.05,1705.58,5.0,0.9381,dairy,ambient,SUP015,unsafe
,4.88,85.67,5721.87,482.61,29.0,0.8102,meat,vacuum,SUP003,safe
3.6,7.27,98.0,2891.46,280.77,,0.9384,meat,refrigerated,SUP006,safe
12.43,8.28,94.31,2184.59,333.67,134.0,0.9297,seafood,canned,SUP008,unsafe
16.76,6.3,89.26,5707.23,899.47,33.0,0.8274,seafood,ambient,SUP016,unsafe
4.48,5.06,36.88,5034.08,279.69,6.0,0.5776,processed,aerated,SUP015,safe
-11.02,6.87,78.14,3409.56,99.45,104.0,0.767,produce,frozen,SUP013,safe
-14.52,6.49,93.6,59742.79,1286.56,409.0,0.8329,produce,frozen,SUP020,safe
0.26,5.53,53.02,11536.83,786.78,16.0,0.6484,meat,refrigerated,SUP015,safe
3.52,6.65,18.15,12533.39,528.62,20.0,0.4139,grain,vacuum,SUP018,safe
3.4,7.4,28.65,124.47,18.47,73.0,0.4862,processed,vacuum,SUP013,safe
9.13,6.08,23.52,368488.52,70458.06,9.0,0.4147,grain,aerated,SUP008,safe
7.2,5.99,81.78,7912.11,929.91,21.0,0.8003,dairy,refrigerated,SUP014,safe
4.96,5.64,91.27,13175.88,3474.96,46.0,0.9497,produce,vacuum,SUP011,unsafe
-20.0,6.7,77.52,7983.23,946.51,85.0,0.8259,dairy,frozen,SUP006,safe
8.43,5.38,51.01,3430.61,580.5,3.0,0.5838,meat,aerated,SUP001,safe
3.53,6.85,97.35,962.66,68.27,,0.8352,dairy,refrigerated,SUP002,safe
18.33,4.5,98.0,87104.89,,4.0,0.8913,produce,ambient,SUP013,unsafe
-15.88,4.97,86.49,1590.88,128.19,308.0,0.87,produce,frozen,SUP001,safe
14.65,7.11,91.62,2857.29,261.61,168.0,0.8639,dairy,canned,SUP004,unsafe
9.2,4.4,66.09,3096.43,253.08,6.0,0.6941,meat,aerated,SUP002,safe
5.93,7.72,82.88,2948.58,104.58,31.0,0.8093,seafood,vacuum,SUP020,safe
10.24,4.19,77.59,5818.02,851.67,5.0,0.8007,meat,aerated,SUP016,safe
2.71,5.11,90.55,4939.49,730.83,18.0,0.9278,dairy,refrigerated,SUP003,safe
-15.46,6.6,93.41,29289.38,2109.79,177.0,0.9071,seafood,frozen,SUP017,safe
23.14,6.23,17.19,,345.39,,0.4148,grain,ambient,SUP005,safe
15.68,7.56,85.28,2355.69,26.76,28.0,0.8431,dairy,canned,SUP008,safe
6.48,6.55,77.39,1680.33,30.38,25.0,0.778,dairy,refrigerated,SUP012,safe
-10.32,5.6,65.21,3575.53,247.12,389.0,0.7686,meat,frozen,SUP012,safe
-12.42,5.46,58.1,1099.61,16.21,32.0,0.7148,processed,frozen,SUP001,safe
11.79,4.8,74.98,3436.88,101.03,2.0,0.8896,produce,aerated,SUP001,safe
-18.74,5.61,98.0,533.34,67.56,59.0,0.9675,produce,frozen,SUP015,safe
-13.39,4.84,67.19,10337.2,916.16,498.0,0.7118,meat,frozen,SUP017,safe
3.45,5.57,81.81,2105.96,22.43,3.0,0.7866,produce,refrigerated,SUP002,safe
24.03,6.4,74.01,2663.61,98.37,5.0,0.8287,dairy,ambient,SUP017,unsafe
16.78,4.86,96.74,23108.76,2322.63,73.0,0.8881,produce,canned,SUP020,unsafe
4.11,5.13,49.85,13646.41,154.17,58.0,0.6645,processed,vacuum,SUP009,safe
-12.88,,98.0,5340.91,1128.12,394.0,0.899,produce,frozen,SUP012,safe
-13.5,6.94,5.0,14472.2,504.92,89.0,0.35,grain,frozen,SUP004,safe
7.36,4.22,84.22,140388.53,8008.61,6.0,0.7944,produce,vacuum,SUP013,unsafe
0.94,6.44,84.08,10031.78,,12.0,0.8855,dairy,refrigerated,SUP004,safe
20.08,4.39,42.48,2356.1,148.81,7.0,0.5144,processed,ambient,SUP007,safe
18.32,7.2,85.06,13971.63,1557.4,1.0,0.8665,dairy,ambient,SUP014,unsafe
,7.6,83.2,1095.17,64.75,97.0,0.8309,seafood,vacuum,SUP009,safe
1.83,6.91,89.84,1407.91,232.89,28.0,0.8891,dairy,refrigerated,SUP001,safe
,5.94,98.0,482.24,94.36,52.0,0.9172,dairy,refrigerated,SUP001,safe
-10.48,7.71,66.97,1039.0,,115.0,0.7143,seafood,frozen,SUP020,safe
-17.15,4.58,73.38,317.86,29.95,62.0,0.7847,meat,frozen,SUP004,safe
1.07,5.61,73.53,8854.92,822.04,20.0,0.7278,seafood,refrigerated,SUP001,safe
-14.15,4.48,94.3,820.98,69.17,35.0,0.8625,produce,frozen,SUP010,safe
11.68,6.47,89.31,13870.31,1759.86,101.0,0.8626,dairy,canned,SUP002,unsafe
-16.66,7.04,75.13,5965.48,682.99,53.0,0.7685,dairy,frozen,SUP015,safe
-13.68,3.12,80.99,50052.87,4945.77,545.0,0.7762,produce,frozen,SUP003,unsafe
1.48,6.86,75.12,2911.22,459.04,58.0,0.8345,meat,vacuum,SUP009,safe
15.98,5.6,90.23,13661.5,2793.21,4.0,0.8698,produce,ambient,SUP017,unsafe
10.16,4.25,87.8,10830.57,515.67,1.0,0.8594,produce,refrigerated,SUP013,unsafe
-12.62,6.08,18.58,13627.26,1154.96,333.0,0.3544,grain,frozen,SUP003,safe
3.76,6.37,97.32,25739.82,1053.13,72.0,0.99,produce,vacuum,SUP004,unsafe
-12.75,7.48,,32799.93,1449.81,200.0,0.9069,seafood,frozen,SUP004,safe
7.7,6.38,81.48,422.56,46.89,9.0,0.7906,produce,vacuum,SUP011,safe
8.98,4.71,57.38,1870.89,394.47,29.0,0.7343,meat,vacuum,SUP007,safe
-14.38,5.47,70.33,13254.47,470.96,166.0,0.7526,meat,frozen,SUP011,safe
16.93,,5.0,,,730.0,0.4127,grain,canned,SUP011,unsafe
-20.0,8.37,80.99,30791.94,919.59,33.0,0.8433,seafood,frozen,SUP010,safe
2.83,6.51,24.17,1066.7,121.68,32.0,0.4621,grain,vacuum,SUP005,safe
14.49,,8.47,8919.54,744.16,62.0,0.3,grain,canned,SUP013,safe
6.99,5.63,6.64,92.15,4.02,26.0,0.3,grain,vacuum,SUP012,safe
16.26,4.42,69.98,22356.65,2817.25,6.0,0.7559,processed,ambient,SUP010,unsafe
,6.89,95.1,7686.3,354.4,325.0,0.9281,seafood,frozen,SUP007,safe
2.13,6.9,62.35,,33.26,4.0,0.6446,meat,refrigerated,SUP019,safe
13.17,5.21,91.39,26688.48,8082.33,197.0,0.8576,produce,canned,SUP019,unsafe
9.07,5.9,73.29,3263.68,552.51,23.0,0.804,meat,vacuum,SUP019,safe
,5.58,92.04,,388.13,60.0,0.8291,produce,ambient,SUP012,unsafe
6.01,5.53,98.0,6211.57,389.25,9.0,0.9437,produce,aerated,SUP020,safe
10.83,4.98,90.87,26345.77,2059.08,,0.9526,produce,canned,SUP015,unsafe
-15.23,5.69,72.37,2453.76,187.05,12.0,0.7897,meat,frozen,SUP005,safe
5.92,6.36,91.89,382.05,38.33,36.0,0.914,dairy,vacuum,SUP014,safe
2.03,6.99,91.9,502.16,207.63,7.0,0.7963,seafood,refrigerated,SUP012,safe
-10.88,7.25,94.37,621.81,51.28,58.0,0.8723,dairy,frozen,SUP011,safe
10.04,,17.38,6224.54,325.93,11.0,0.5157,grain,aerated,SUP005,safe
7.22,5.13,54.41,7997.34,590.82,,0.6237,meat,vacuum,SUP016,safe
2.2,6.19,80.12,93036.58,3490.5,164.0,0.884,dairy,vacuum,SUP018,unsafe
7.5,5.84,93.19,1302.95,133.33,0.0,0.8752,dairy,refrigerated,SUP012,safe
-4.46,5.65,92.5,26223.71,,1.0,0.8874,produce,refrigerated,SUP005,safe
11.5,5.07,98.0,470.82,18.95,2.0,0.9628,produce,aerated,SUP016,safe
8.8,5.99,88.87,7189.36,401.06,32.0,0.8827,meat,vacuum,SUP012,unsafe
2.7,7.38,73.23,5944.04,819.97,3.0,0.7951,dairy,refrigerated,SUP002,safe
-10.18,4.98,91.38,7369.84,433.72,239.0,0.853,seafood,frozen,SUP006,safe
13.81,6.19,66.7,4962.04,26.04,161.0,0.6767,meat,canned,SUP004,safe
14.19,5.13,98.0,10236.96,620.06,14.0,0.8927,produce,canned,SUP013,unsafe
10.02,,89.59,1037.94,67.42,14.0,0.8557,produce,aerated,SUP010,safe
13.56,5.08,91.27,32056.87,4298.08,40.0,0.8818,meat,refrigerated,SUP017,unsafe
23.03,6.76,71.3,16007.94,511.63,28.0,0.8153,meat,ambient,SUP014,unsafe
8.1,5.73,43.59,6892.49,,73.0,0.5877,processed,vacuum,SUP015,safe
-16.74,7.45,84.2,1467.93,124.0,23.0,0.8715,seafood,frozen,SUP008,safe
14.43,6.13,93.24,7286.42,535.45,114.0,0.9131,produce,canned,SUP018,unsafe
11.56,5.9,96.38,,2233.57,143.0,0.8707,dairy,canned,SUP003,unsafe
11.47,6.5,84.48,77212.27,5905.02,22.0,0.85,seafood,aerated,SUP017,unsafe
4.42,7.1,98.0,770.84,23.43,10.0,0.9435,dairy,refrigerated,SUP007,safe
-17.37,6.39,78.89,223.94,22.9,1.0,0.8508,seafood,frozen,SUP013,safe
-13.76,6.16,49.0,2306.97,113.96,86.0,0.5651,processed,frozen,SUP016,safe
11.45,5.54,63.96,2445.55,455.28,2.0,0.6137,meat,canned,SUP005,safe
6.45,6.9,85.86,6974.48,337.12,12.0,0.8669,dairy,vacuum,SUP004,safe
3.42,8.18,87.31,5319.95,333.82,27.0,0.8852,dairy,vacuum,SUP010,safe
4.08,5.24,72.81,10436.71,801.25,5.0,0.7643,meat,refrigerated,SUP013,safe
8.25,6.56,85.67,3876.91,438.08,1.0,0.8583,dairy,vacuum,SUP010,safe
3.84,7.34,78.9,802.32,20.27,1.0,0.8568,dairy,refrigerated,SUP014,safe
12.83,6.76,5.0,1491.87,218.9,,0.3096,grain,canned,SUP012,safe
14.61,6.74,76.25,17046.06,1282.06,434.0,0.7817,seafood,canned,SUP001,unsafe
-11.91,5.39,81.42,465.47,13.16,93.0,0.8332,meat,frozen,SUP020,safe
10.68,4.81,63.57,14800.14,2791.09,479.0,0.6522,processed,canned,SUP020,unsafe
6.78,7.66,84.23,5999.6,1717.54,8.0,0.8399,dairy,vacuum,SUP007,safe
17.95,4.78,40.58,3133.93,847.14,47.0,0.5606,processed,canned,SUP009,safe
5.72,5.86,69.19,7369.84,318.11,25.0,0.8316,meat,refrigerated,SUP008,safe
4.17,5.66,32.92,205.59,4.79,,0.4991,grain,refrigerated,SUP013,safe
,6.06,98.0,1948.81,94.23,3.0,0.947,produce,aerated,SUP014,safe
-12.64,6.12,17.51,10096.18,727.96,530.0,0.4597,grain,frozen,SUP012,safe
8.26,4.2,59.63,14960.02,2185.3,24.0,0.6457,processed,vacuum,SUP008,safe
2.93,,85.41,173362.09,9085.14,0.0,0.9239,meat,aerated,SUP018,unsafe
1.34,3.4,38.47,1028.68,74.51,125.0,0.6383,processed,vacuum,SUP016,safe
7.01,5.13,66.08,2982.12,58.66,0.0,0.7281,meat,refrigerated,SUP011,safe
4.48,6.44,64.71,1272.88,52.8,7.0,0.6937,meat,aerated,SUP016,safe
10.2,6.86,75.87,9373.6,1605.51,2.0,0.8745,meat,aerated,SUP014,unsafe
7.94,7.55,81.6,2441.53,242.2,4.0,0.8702,seafood,aerated,SUP003,safe
,6.94,92.56,8848.73,712.41,35.0,0.9058,dairy,vacuum,SUP002,safe
-12.95,5.4,84.93,9674.76,2061.02,94.0,0.9234,produce,frozen,SUP003,safe
6.6,7.62,93.72,1363.76,31.48,66.0,0.9752,seafood,vacuum,SUP004,safe
12.33,6.23,11.31,4963.02,309.58,120.0,0.3567,grain,vacuum,SUP005,safe
-15.87,7.44,18.95,67.81,0.97,16.0,0.4356,grain,frozen,SUP010,safe
18.32,6.92,91.95,36049.99,7886.66,587.0,0.9265,seafood,canned,SUP020,unsafe
5.06,6.87,81.15,2998.37,121.57,1.0,0.8289,meat,refrigerated,SUP002,safe
-15.98,6.5,73.61,1122.57,46.08,15.0,0.7089,meat,frozen,SUP012,safe
11.4,7.09,93.19,4513.55,343.85,21.0,,dairy,aerated,SUP005,safe
5.7,,98.0,2658.77,24.36,9.0,0.8691,dairy,refrigerated,SUP005,safe
6.11,6.54,75.14,3359.61,505.95,7.0,0.813,meat,vacuum,SUP001,safe
-13.2,5.7,62.7,3243.73,294.92,151.0,0.6484,meat,frozen,SUP004,safe
12.21,,55.83,9495.8,2259.27,111.0,0.6725,processed,canned,SUP012,unsafe
6.52,4.31,89.63,8526.48,394.32,4.0,0.9742,produce,aerated,SUP012,unsafe
-11.72,5.8,46.52,1157.5,106.22,176.0,0.6738,meat,frozen,SUP016,safe
3.33,5.53,94.62,24323.47,,28.0,0.8232,produce,refrigerated,SUP017,safe
18.76,5.46,86.17,80229.28,12346.34,0.0,0.7961,dairy,ambient,SUP010,unsafe
-13.16,5.82,91.56,384.77,35.08,43.0,0.8563,seafood,frozen,SUP017,safe
,5.89,82.5,9319.49,443.85,36.0,0.7778,produce,canned,SUP017,unsafe
4.71,7.7,64.94,1571.34,56.89,0.0,0.6394,seafood,aerated,SUP018,safe
12.86,7.15,81.69,28836.98,,20.0,0.8304,seafood,aerated,SUP002,unsafe
-13.64,5.92,53.8,6074.04,401.33,495.0,0.685,processed,frozen,SUP004,safe
13.39,5.93,12.94,12620.76,774.94,504.0,0.4318,grain,canned,SUP019,unsafe
20.29,,90.21,22912.93,1471.21,30.0,,produce,ambient,SUP011,unsafe
14.71,4.77,79.31,29129.47,,687.0,0.8019,produce,canned,SUP017,unsafe
16.3,4.25,88.61,118799.12,14110.47,21.0,0.8938,produce,canned,SUP012,unsafe
,7.28,66.52,14912.49,312.62,46.0,0.7269,meat,canned,SUP002,unsafe
6.15,6.71,80.73,22599.71,1729.59,5.0,0.8653,meat,refrigerated,SUP006,unsafe
8.05,5.39,88.79,4945.8,329.44,25.0,0.8987,dairy,refrigerated,SUP009,safe
-11.35,7.12,,2481.66,137.35,115.0,0.7831,seafood,frozen,SUP005,safe
13.52,,97.24,48518.16,2058.65,255.0,0.8392,seafood,canned,SUP020,unsafe
0.63,5.58,67.31,11363.48,1074.24,3.0,0.8125,meat,refrigerated,SUP009,safe
11.0,4.67,55.58,706.37,86.97,47.0,0.627,processed,vacuum,SUP008,safe
3.29,,48.33,3859.7,440.73,30.0,0.632,processed,refrigerated,SUP020,safe
-15.42,6.15,98.0,5130.45,,71.0,0.8412,produce,frozen,SUP008,safe
8.79,7.32,80.87,12199.6,1098.8,352.0,0.8251,seafood,canned,SUP006,unsafe
-12.98,5.9,13.16,1859.61,64.77,72.0,0.3906,grain,frozen,SUP003,safe
4.45,6.37,83.6,4621.02,188.93,22.0,0.8508,dairy,refrigerated,SUP005,safe
1.45,6.75,13.97,82.76,8.21,28.0,0.5415,grain,vacuum,SUP009,safe
5.36,6.87,97.0,,30.05,5.0,0.8989,dairy,refrigerated,SUP007,safe
12.51,6.06,20.46,22953.36,734.04,198.0,0.474,grain,canned,SUP004,safe
22.07,5.77,70.28,6936.06,230.37,34.0,0.783,meat,canned,SUP007,unsafe
4.29,6.28,29.01,3545.01,260.8,90.0,0.4547,grain,vacuum,SUP005,safe
12.69,4.63,58.73,39263.61,3895.46,730.0,0.722,processed,canned,SUP011,unsafe
-16.62,7.16,80.62,743.03,199.06,116.0,0.8158,dairy,frozen,SUP015,safe
17.83,6.14,66.2,4748.37,99.13,91.0,0.774,seafood,canned,SUP002,unsafe
2.88,4.67,45.85,5659.48,378.58,15.0,0.6961,processed,refrigerated,SUP013,safe
11.83,7.49,84.13,23874.49,967.55,219.0,0.8544,seafood,canned,SUP016,unsafe
21.12,5.09,17.97,104312.67,5769.31,8.0,0.4028,grain,ambient,SUP007,safe
-18.14,4.24,98.0,1269.29,234.96,7.0,0.9896,produce,frozen,SUP008,safe
5.88,5.85,59.05,56855.48,10027.54,30.0,0.7537,meat,refrigerated,SUP006,unsafe
11.34,4.44,65.61,1545.63,207.56,71.0,0.6823,meat,vacuum,SUP007,safe
15.7,4.76,58.22,63937.69,2356.68,644.0,0.6558,meat,canned,SUP018,unsafe
15.91,6.61,5.0,6588.07,1431.34,211.0,0.3663,grain,canned,SUP020,safe
-11.39,5.64,63.72,3037.66,525.37,251.0,0.7076,meat,frozen,SUP007,safe
9.13,8.03,83.67,5520.29,73.57,12.0,0.7961,seafood,refrigerated,SUP003,safe
9.63,6.04,87.71,2854.24,561.99,21.0,0.8972,seafood,vacuum,SUP005,unsafe
7.32,5.42,80.52,27713.85,2444.67,83.0,0.8569,produce,vacuum,SUP001,unsafe
6.71,6.32,5.0,623.2,86.63,93.0,0.3158,grain,refrigerated,SUP015,safe
6.34,4.06,32.2,4340.16,867.72,16.0,0.5124,processed,aerated,SUP003,safe
6.33,7.83,82.14,15993.11,1458.85,20.0,0.8051,seafood,refrigerated,SUP008,safe
-17.02,6.41,5.0,9374.72,1529.26,247.0,0.3,grain,frozen,SUP009,safe
2.9,4.71,28.63,8891.24,641.23,14.0,0.4612,grain,refrigerated,SUP015,safe
-3.25,5.47,94.1,12268.6,2052.26,86.0,0.9153,produce,vacuum,SUP010,safe
7.2,,48.29,1186.01,156.53,30.0,0.5401,processed,vacuum,SUP002,safe
-15.93,5.33,63.59,498.54,63.1,36.0,0.6921,meat,frozen,SUP020,safe
22.33,5.32,70.05,1787.47,200.59,43.0,0.7597,dairy,ambient,SUP005,unsafe
15.17,6.22,5.0,3365.45,137.63,730.0,0.3922,grain,canned,SUP019,unsafe
17.37,8.77,73.78,10823.19,511.75,152.0,0.7639,seafood,canned,SUP013,unsafe
-17.25,5.69,5.01,422.01,12.13,275.0,0.3,grain,frozen,SUP011,safe
22.12,,5.0,20768.5,,9.0,0.322,grain,ambient,SUP001,safe
10.32,5.9,88.77,2975.47,,40.0,,dairy,refrigerated,SUP015,safe
21.29,6.17,17.14,67680.41,8826.66,34.0,0.439,grain,ambient,SUP018,unsafe
8.37,7.62,75.41,3692.66,559.41,37.0,0.7733,seafood,vacuum,SUP016,safe
6.51,6.99,98.0,714.56,75.94,68.0,0.8015,seafood,vacuum,SUP009,safe
-15.57,5.26,72.53,31018.04,1079.49,302.0,0.956,produce,frozen,SUP001,safe
6.28,5.58,50.58,10401.51,741.05,31.0,0.6359,processed,refrigerated,SUP011,safe
4.48,8.01,82.81,17216.61,429.93,16.0,0.8428,dairy,aerated,SUP009,safe
7.75,7.24,74.49,10214.24,888.07,0.0,0.7071,seafood,aerated,SUP011,safe
-1.31,5.09,83.02,,36.84,1.0,0.7664,produce,refrigerated,SUP013,safe
3.89,5.35,89.93,2107.17,81.04,78.0,0.88,produce,vacuum,SUP002,safe
15.93,7.52,87.74,127897.26,20218.41,730.0,0.8871,produce,canned,SUP014,unsafe
-12.48,6.61,81.08,29859.29,2585.76,66.0,0.8621,dairy,frozen,SUP006,safe
-13.85,5.32,57.01,2812.19,184.35,1.0,0.6825,meat,frozen,SUP008,safe
4.51,4.88,53.82,12436.04,2085.05,5.0,0.5905,meat,refrigerated,SUP018,safe
8.34,4.54,9.11,1303.69,22.7,176.0,0.3,grain,canned,SUP016,safe
-15.12,6.09,65.98,17093.35,1247.01,257.0,0.7239,meat,frozen,SUP012,safe
-16.04,6.32,68.03,837.48,52.87,8.0,0.7155,meat,frozen,SUP011,safe
-15.98,4.68,48.91,13800.32,1593.81,43.0,0.5548,processed,frozen,SUP006,safe
-12.2,6.49,79.77,4321.07,980.7,403.0,0.8599,dairy,frozen,SUP003,safe
6.42,4.06,47.88,10289.12,1399.87,1.0,0.5324,processed,aerated,SUP014,safe
4.19,5.61,81.46,23135.38,2510.04,64.0,0.8604,produce,vacuum,SUP002,unsafe
-0.26,6.39,27.24,178.06,,20.0,0.4065,grain,vacuum,SUP011,safe
8.12,5.37,62.0,31817.22,1412.4,7.0,0.7097,meat,aerated,SUP003,safe
-17.26,7.85,81.29,75553.11,9081.75,,0.8751,dairy,frozen,SUP018,safe
4.24,4.83,82.76,,437.81,4.0,0.8211,produce,refrigerated,SUP001,safe
1.15,6.23,5.0,1414.45,12.4,7.0,0.417,grain,refrigerated,SUP001,safe
4.31,6.18,90.25,45420.33,2094.37,27.0,0.9825,produce,refrigerated,SUP012,unsafe
13.57,6.44,83.98,18833.79,3225.98,302.0,0.8577,dairy,canned,SUP015,unsafe
19.02,5.85,7.41,3423.37,343.49,16.0,0.3752,grain,canned,SUP005,safe
15.49,4.86,9.17,266375.9,41539.63,590.0,0.4126,grain,canned,SUP006,unsafe
0.48,6.59,82.8,570.15,13.71,2.0,0.8654,produce,vacuum,SUP016,safe
2.21,5.86,16.02,766.02,41.36,122.0,0.426,grain,vacuum,SUP012,safe
-13.83,6.43,32.55,2151.57,171.67,42.0,0.4854,grain,frozen,SUP012,safe
16.21,6.04,81.25,606.05,3.18,20.0,0.7438,produce,ambient,SUP003,safe
-2.91,6.0,88.94,1904.36,337.47,,0.8086,dairy,vacuum,SUP002,safe
10.05,6.84,80.45,4800.89,728.12,37.0,0.942,seafood,vacuum,SUP007,unsafe
6.16,7.57,91.69,26476.3,2641.22,9.0,0.9121,dairy,refrigerated,SUP002,unsafe
10.56,,86.97,18479.67,1532.36,3.0,0.853,seafood,aerated,SUP007,unsafe
2.18,8.7,82.05,398.35,45.03,,0.8965,seafood,refrigerated,SUP011,safe
5.28,5.9,84.6,1812.06,203.47,29.0,0.8124,dairy,refrigerated,SUP011,safe
16.89,,65.66,2788.64,596.3,48.0,0.7559,meat,ambient,SUP014,unsafe
14.61,6.61,77.35,13696.58,730.22,365.0,0.8066,dairy,canned,SUP003,unsafe
1.24,7.77,11.03,318.88,18.06,11.0,0.3947,grain,refrigerated,SUP014,safe
-9.45,3.47,37.15,4752.68,226.39,213.0,0.5247,processed,frozen,SUP011,safe
-18.71,6.39,79.06,581.24,54.97,,0.7657,dairy,frozen,SUP004,safe
17.7,5.38,61.07,102425.69,3462.0,730.0,0.6558,processed,canned,SUP017,unsafe
6.12,7.03,80.99,4818.18,451.33,15.0,0.7872,seafood,vacuum,SUP016,safe
-15.47,6.11,78.93,765.45,71.5,192.0,0.8129,meat,frozen,SUP003,safe
-13.5,5.93,98.0,29705.89,5918.94,167.0,0.8592,dairy,frozen,SUP010,safe
6.2,6.52,78.23,37143.09,4978.51,14.0,0.7461,seafood,refrigerated,SUP015,safe
8.1,5.88,14.07,3632.79,70.27,29.0,0.3983,grain,refrigerated,SUP008,safe
4.94,4.6,86.98,3644.92,202.2,4.0,0.859,produce,refrigerated,SUP018,safe
3.33,6.46,76.87,14493.68,2344.24,62.0,0.8092,dairy,vacuum,SUP003,safe
4.17,6.19,75.47,,2238.17,12.0,0.7883,dairy,refrigerated,SUP007,safe
-8.55,6.62,88.43,13738.32,1119.44,14.0,0.99,seafood,frozen,SUP010,safe
8.04,6.06,72.09,1476.33,141.82,7.0,0.7749,meat,refrigerated,SUP020,safe
21.73,4.34,88.47,4357.93,358.73,54.0,0.8561,meat,ambient,SUP009,unsafe
8.39,5.62,79.72,11509.42,1187.78,17.0,0.8232,meat,vacuum,SUP014,safe
6.1,7.85,5.0,339.14,17.06,9.0,0.3835,grain,refrigerated,SUP014,safe
9.48,,58.4,1793.1,55.22,30.0,0.6771,processed,vacuum,SUP011,safe
12.63,8.03,76.95,3736.41,148.18,351.0,0.8344,seafood,canned,SUP001,unsafe
-18.07,5.04,62.17,913.34,115.79,387.0,0.7239,processed,frozen,SUP004,safe
6.21,5.32,65.14,1364.74,110.56,8.0,0.7089,meat,vacuum,SUP006,safe
1.55,5.94,69.48,14268.22,660.75,9.0,0.7571,seafood,refrigerated,SUP005,safe
2.83,5.91,62.04,307.34,68.76,24.0,0.7832,meat,vacuum,SUP003,safe
3.84,6.66,82.55,9612.65,1367.52,,0.8488,produce,vacuum,SUP002,safe
-6.54,4.69,41.6,7709.53,,453.0,0.5211,processed,frozen,SUP003,safe
4.41,,,20324.55,403.54,0.0,0.8318,produce,refrigerated,SUP009,safe
20.09,6.61,78.57,10477.92,1053.6,3.0,0.705,meat,ambient,SUP019,unsafe
0.33,5.77,98.0,3032.32,,18.0,0.9439,produce,refrigerated,SUP019,safe
-1.53,5.24,71.7,1096.8,68.26,4.0,0.8316,dairy,refrigerated,SUP017,safe
11.54,,24.64,39610.27,4911.75,468.0,0.3931,grain,canned,SUP018,unsafe
10.31,8.21,75.22,14881.94,1095.35,80.0,0.7964,seafood,vacuum,SUP011,unsafe
7.0,6.97,83.48,2995.24,292.83,13.0,0.8919,seafood,vacuum,SUP012,safe
-12.2,3.31,73.46,10128.25,324.36,38.0,0.832,produce,frozen,SUP003,safe
6.22,5.81,95.24,3677.49,747.38,2.0,0.9831,produce,refrigerated,SUP018,unsafe
12.23,6.34,64.95,5330.35,980.37,81.0,0.6287,dairy,canned,SUP006,safe
8.16,4.04,93.14,2827.47,298.75,4.0,0.9307,produce,refrigerated,SUP007,safe
-15.9,4.46,72.57,8984.68,1571.04,365.0,0.6964,meat,frozen,SUP001,safe
10.22,,91.91,1702.3,183.35,66.0,0.8475,produce,vacuum,SUP006,safe
7.33,5.41,5.0,1271.65,161.81,0.0,0.3736,grain,vacuum,SUP018,safe
-1.37,5.27,17.5,617.37,70.26,29.0,0.4216,grain,refrigerated,SUP013,safe
1.76,5.47,93.91,8115.69,1100.96,,0.9467,produce,refrigerated,SUP019,safe
-1.35,6.48,77.9,5912.61,168.99,14.0,0.7599,seafood,refrigerated,SUP007,safe
9.49,6.58,91.72,1552.9,91.47,7.0,0.9699,dairy,vacuum,SUP019,safe
18.93,,11.04,6479.56,538.86,1.0,0.4062,grain,ambient,SUP009,safe
2.31,4.84,75.29,488.5,48.54,9.0,0.8338,meat,aerated,SUP003,safe
7.13,6.59,78.74,131584.47,5089.45,28.0,0.7578,seafood,vacuum,SUP012,unsafe
17.39,6.15,72.17,4109.69,186.84,27.0,0.8277,meat,ambient,SUP020,unsafe
4.55,6.53,90.75,25515.03,4027.95,3.0,0.874,dairy,aerated,SUP018,unsafe
9.03,,86.02,7785.61,347.73,,0.8286,produce,refrigerated,SUP008,safe
,8.05,72.66,8223.74,447.95,60.0,0.8036,dairy,vacuum,SUP009,safe
-14.88,6.08,92.76,1049.34,167.42,309.0,0.9321,produce,frozen,SUP013,safe
17.8,6.48,81.89,27392.49,6619.55,1.0,0.79,meat,ambient,SUP008,unsafe
9.46,6.37,87.99,13846.8,203.94,171.0,0.9748,dairy,canned,SUP010,unsafe
0.09,7.18,83.18,10236.24,619.0,11.0,0.9314,seafood,refrigerated,SUP017,safe
9.85,6.16,84.58,6512.88,468.35,41.0,0.88,dairy,vacuum,SUP007,unsafe
-15.42,6.42,77.39,3718.92,481.9,155.0,0.8246,meat,frozen,SUP017,safe
14.07,5.41,88.14,6998.95,368.6,430.0,0.8894,produce,canned,SUP018,unsafe
2.87,6.68,80.46,3124.6,73.61,23.0,,dairy,aerated,SUP002,safe
10.05,6.13,23.05,2330.64,1.29,180.0,0.4555,grain,canned,SUP003,safe
7.83,6.49,79.69,,180.95,36.0,0.823,dairy,vacuum,SUP019,safe
20.13,8.15,78.89,11356.15,1424.87,36.0,0.784,meat,ambient,SUP001,unsafe
19.26,4.97,98.0,46147.75,1398.88,327.0,0.9215,produce,canned,SUP010,unsafe
13.03,5.26,75.67,7152.28,693.92,3.0,0.6728,meat,aerated,SUP014,safe
13.31,7.06,72.51,12361.78,746.16,,0.7164,dairy,canned,SUP013,unsafe
